source,relation,target
u96,prefers,Sri Lankan
u97,prefers,Sri Lankan
u98,prefers,Western
u99,prefers,Sri Lankan
u100,prefers,Sri Lankan
u101,prefers,Mixed
u102,prefers,Mixed
u103,prefers,Mixed
u104,prefers,Sri Lankan
u105,prefers,Mixed
u106,prefers,Western
u107,prefers,Sri Lankan
u108,prefers,Western
u109,prefers,Western
u110,prefers,Sri Lankan
u111,prefers,Mixed
u112,prefers,Mixed
u113,prefers,Western
u114,prefers,Western
u115,prefers,Western
u116,prefers,Western
u117,prefers,Sri Lankan
u118,prefers,Mixed
u119,prefers,Western
u120,prefers,Western
u121,prefers,Mixed
u122,prefers,Western
u123,prefers,Sri Lankan
u124,prefers,Western
u125,prefers,Western
u126,prefers,Sri Lankan
u127,prefers,Sri Lankan
u128,prefers,Mixed
u129,prefers,Sri Lankan
u130,prefers,Mixed
u131,prefers,Sri Lankan
u132,prefers,Western
u133,prefers,Western
u134,prefers,Mixed
u135,prefers,Western
u136,prefers,Mixed
u137,prefers,Western
u138,prefers,Mixed
u139,prefers,Sri Lankan
u140,prefers,Western
u141,prefers,Sri Lankan
u142,prefers,Western
u143,prefers,Mixed
u144,prefers,Western
u145,prefers,Western
u146,prefers,Sri Lankan
u147,prefers,Sri Lankan
u148,prefers,Sri Lankan
u149,prefers,Mixed
u150,prefers,Sri Lankan
u151,prefers,Mixed
u152,prefers,Western
u153,prefers,Sri Lankan
u154,prefers,Western
u155,prefers,Mixed
u156,prefers,Western
u157,prefers,Mixed
u158,prefers,Mixed
u159,prefers,Western
u160,prefers,Western
u161,prefers,Sri Lankan
u162,prefers,Western
u163,prefers,Sri Lankan
u164,prefers,Western
u165,prefers,Sri Lankan
u166,prefers,Sri Lankan
u167,prefers,Sri Lankan
u168,prefers,Mixed
u169,prefers,Western
u170,prefers,Western
u171,prefers,Mixed
u172,prefers,Western
u173,prefers,Sri Lankan
u174,prefers,Mixed
u175,prefers,Sri Lankan
u176,prefers,Western
u177,prefers,Mixed
u178,prefers,Mixed
u179,prefers,Western
u180,prefers,Western
u181,prefers,Mixed
u182,prefers,Sri Lankan
u183,prefers,Western
u184,prefers,Western
u185,prefers,Mixed
u186,prefers,Sri Lankan
u187,prefers,Western
u188,prefers,Sri Lankan
u189,prefers,Mixed
u190,prefers,Mixed
u191,prefers,Sri Lankan
u192,prefers,Western
u193,prefers,Sri Lankan
u194,prefers,Mixed
u195,prefers,Mixed
u196,prefers,Mixed
u197,prefers,Mixed
u198,prefers,Western
u199,prefers,Sri Lankan
u200,prefers,Sri Lankan
u201,prefers,Western
u202,prefers,Western
u203,prefers,Western
u204,prefers,Sri Lankan
u205,prefers,Sri Lankan
u206,prefers,Western
u207,prefers,Sri Lankan
u208,prefers,Sri Lankan
u209,prefers,Sri Lankan
u210,prefers,Western
u211,prefers,Mixed
u212,prefers,Western
u213,prefers,Sri Lankan
u214,prefers,Mixed
u215,prefers,Western
u216,prefers,Mixed
u217,prefers,Mixed
u218,prefers,Mixed
u219,prefers,Mixed
u220,prefers,Sri Lankan
u221,prefers,Western
u222,prefers,Western
u223,prefers,Sri Lankan
u224,prefers,Mixed
u225,prefers,Mixed
u226,prefers,Western
u227,prefers,Mixed
u228,prefers,Western
u229,prefers,Western
u230,prefers,Western
u231,prefers,Mixed
u232,prefers,Sri Lankan
u233,prefers,Western
u234,prefers,Mixed
u235,prefers,Western
u236,prefers,Mixed
u237,prefers,Sri Lankan
u238,prefers,Western
u239,prefers,Mixed
u240,prefers,Mixed
u241,prefers,Western
u242,prefers,Western
u243,prefers,Western
u244,prefers,Mixed
u245,prefers,Mixed
u246,prefers,Western
u247,prefers,Mixed
u248,prefers,Western
u249,prefers,Western
u250,prefers,Western
u251,prefers,Western
u252,prefers,Sri Lankan
u253,prefers,Sri Lankan
u254,prefers,Western
u255,prefers,Sri Lankan
u256,prefers,Mixed
u257,prefers,Western
u258,prefers,Mixed
u259,prefers,Sri Lankan
u260,prefers,Sri Lankan
u261,prefers,Western
u262,prefers,Mixed
u263,prefers,Mixed
u264,prefers,Sri Lankan
u265,prefers,Western
u266,prefers,Sri Lankan
u267,prefers,Western
u268,prefers,Mixed
u269,prefers,Sri Lankan
u270,prefers,Mixed
u271,prefers,Western
u272,prefers,Mixed
u273,prefers,Western
u274,prefers,Western
u275,prefers,Mixed
u276,prefers,Western
u277,prefers,Western
u278,prefers,Mixed
u279,prefers,Sri Lankan
u280,prefers,Mixed
u281,prefers,Western
u282,prefers,Sri Lankan
u283,prefers,Sri Lankan
u284,prefers,Sri Lankan
u285,prefers,Sri Lankan
u286,prefers,Mixed
u287,prefers,Western
u288,prefers,Sri Lankan
u289,prefers,Mixed
u290,prefers,Western
u291,prefers,Western
u292,prefers,Sri Lankan
u293,prefers,Western
u294,prefers,Sri Lankan
u295,prefers,Mixed
u296,prefers,Sri Lankan
u297,prefers,Sri Lankan
u298,prefers,Sri Lankan
u299,prefers,Western
u300,prefers,Sri Lankan
u301,prefers,Western
u302,prefers,Sri Lankan
u303,prefers,Western
u304,prefers,Sri Lankan
u305,prefers,Western
u306,prefers,Mixed
u307,prefers,Sri Lankan
u308,prefers,Western
u309,prefers,Mixed
u310,prefers,Sri Lankan
u311,prefers,Mixed
u312,prefers,Mixed
u313,prefers,Sri Lankan
u314,prefers,Mixed
u315,prefers,Mixed
u316,prefers,Sri Lankan
u317,prefers,Sri Lankan
u318,prefers,Mixed
u319,prefers,Mixed
u320,prefers,Sri Lankan
u321,prefers,Mixed
u322,prefers,Western
u323,prefers,Sri Lankan
u324,prefers,Western
u325,prefers,Mixed
u326,prefers,Sri Lankan
u327,prefers,Sri Lankan
u328,prefers,Western
u329,prefers,Western
u330,prefers,Mixed
u331,prefers,Western
u332,prefers,Western
u333,prefers,Mixed
u334,prefers,Sri Lankan
u335,prefers,Mixed
u336,prefers,Sri Lankan
u337,prefers,Sri Lankan
u338,prefers,Sri Lankan
u339,prefers,Western
u340,prefers,Mixed
u341,prefers,Mixed
u342,prefers,Western
u343,prefers,Sri Lankan
u344,prefers,Sri Lankan
u345,prefers,Mixed
u346,prefers,Sri Lankan
u347,prefers,Western
u348,prefers,Sri Lankan
u349,prefers,Western
u350,prefers,Sri Lankan
u351,prefers,Mixed
u352,prefers,Mixed
u353,prefers,Mixed
u354,prefers,Western
u355,prefers,Western
u356,prefers,Sri Lankan
u357,prefers,Western
u358,prefers,Sri Lankan
u359,prefers,Sri Lankan
u360,prefers,Western
u361,prefers,Sri Lankan
u362,prefers,Western
u363,prefers,Sri Lankan
u364,prefers,Sri Lankan
u365,prefers,Western
u366,prefers,Mixed
u367,prefers,Sri Lankan
u368,prefers,Western
u369,prefers,Mixed
u370,prefers,Sri Lankan
u371,prefers,Mixed
u372,prefers,Western
u373,prefers,Sri Lankan
u374,prefers,Mixed
u375,prefers,Western
u376,prefers,Mixed
u377,prefers,Sri Lankan
u378,prefers,Sri Lankan
u379,prefers,Sri Lankan
u380,prefers,Sri Lankan
u381,prefers,Western
u382,prefers,Sri Lankan
u383,prefers,Sri Lankan
u384,prefers,Mixed
u385,prefers,Western
u386,prefers,Sri Lankan
u387,prefers,Western
u388,prefers,Sri Lankan
u389,prefers,Mixed
u390,prefers,Mixed
u391,prefers,Mixed
u392,prefers,Western
u393,prefers,Sri Lankan
u394,prefers,Sri Lankan
u395,prefers,Sri Lankan
u396,prefers,Sri Lankan
u397,prefers,Mixed
u398,prefers,Mixed
u399,prefers,Sri Lankan
u400,prefers,Mixed
u401,prefers,Western
u402,prefers,Sri Lankan
u403,prefers,Western
u404,prefers,Sri Lankan
u405,prefers,Mixed
u406,prefers,Mixed
u407,prefers,Mixed
u408,prefers,Mixed
u409,prefers,Western
u410,prefers,Western
u411,prefers,Mixed
u412,prefers,Sri Lankan
u413,prefers,Mixed
u414,prefers,Western
u415,prefers,Western
u416,prefers,Mixed
u417,prefers,Sri Lankan
u418,prefers,Mixed
u419,prefers,Western
u420,prefers,Sri Lankan
u421,prefers,Mixed
u422,prefers,Mixed
u423,prefers,Mixed
u424,prefers,Western
u425,prefers,Western
u426,prefers,Western
u427,prefers,Western
u428,prefers,Mixed
u429,prefers,Sri Lankan
u430,prefers,Western
u431,prefers,Western
u432,prefers,Sri Lankan
u433,prefers,Western
u434,prefers,Mixed
u435,prefers,Mixed
u436,prefers,Sri Lankan
u437,prefers,Mixed
u438,prefers,Mixed
u439,prefers,Sri Lankan
u440,prefers,Western
u441,prefers,Western
u442,prefers,Sri Lankan
u443,prefers,Sri Lankan
u444,prefers,Mixed
u445,prefers,Western
u446,prefers,Sri Lankan
u447,prefers,Mixed
u448,prefers,Sri Lankan
u449,prefers,Mixed
u450,prefers,Sri Lankan
u451,prefers,Mixed
u452,prefers,Mixed
u453,prefers,Western
u454,prefers,Mixed
u455,prefers,Sri Lankan
u456,prefers,Western
u457,prefers,Sri Lankan
u458,prefers,Western
u459,prefers,Sri Lankan
u460,prefers,Sri Lankan
u461,prefers,Mixed
u462,prefers,Western
u463,prefers,Mixed
u464,prefers,Sri Lankan
u465,prefers,Sri Lankan
u466,prefers,Western
u467,prefers,Mixed
u468,prefers,Western
u469,prefers,Western
u470,prefers,Western
u471,prefers,Sri Lankan
u472,prefers,Sri Lankan
u473,prefers,Sri Lankan
u474,prefers,Western
u475,prefers,Western
u476,prefers,Sri Lankan
u477,prefers,Western
u478,prefers,Mixed
u479,prefers,Western
u480,prefers,Sri Lankan
u481,prefers,Sri Lankan
u482,prefers,Western
u483,prefers,Western
u484,prefers,Mixed
u485,prefers,Sri Lankan
u486,prefers,Sri Lankan
u487,prefers,Western
u488,prefers,Western
u489,prefers,Sri Lankan
u490,prefers,Mixed
u491,prefers,Sri Lankan
u492,prefers,Sri Lankan
u493,prefers,Mixed
u494,prefers,Mixed
u495,prefers,Sri Lankan
u496,prefers,Mixed
u497,prefers,Western
u498,prefers,Mixed
u499,prefers,Sri Lankan
u500,prefers,Western
u501,prefers,Western
u502,prefers,Sri Lankan
u503,prefers,Western
u504,prefers,Mixed
u505,prefers,Sri Lankan
u506,prefers,Mixed
u507,prefers,Western
u508,prefers,Sri Lankan
u509,prefers,Mixed
u510,prefers,Sri Lankan
u511,prefers,Mixed
u512,prefers,Sri Lankan
u513,prefers,Sri Lankan
u514,prefers,Mixed
u515,prefers,Western
u516,prefers,Mixed
u517,prefers,Western
u518,prefers,Sri Lankan
u519,prefers,Mixed
u520,prefers,Mixed
u521,prefers,Western
u522,prefers,Western
u523,prefers,Sri Lankan
u524,prefers,Sri Lankan
u525,prefers,Western
u526,prefers,Sri Lankan
u527,prefers,Mixed
u528,prefers,Western
u529,prefers,Sri Lankan
u530,prefers,Mixed
u531,prefers,Western
u532,prefers,Mixed
u533,prefers,Western
u534,prefers,Mixed
u535,prefers,Mixed
u536,prefers,Mixed
u537,prefers,Sri Lankan
u538,prefers,Mixed
u539,prefers,Sri Lankan
u540,prefers,Western
u541,prefers,Mixed
u542,prefers,Western
u543,prefers,Sri Lankan
u544,prefers,Mixed
u545,prefers,Mixed
u546,prefers,Sri Lankan
u547,prefers,Sri Lankan
u548,prefers,Sri Lankan
u549,prefers,Mixed
u550,prefers,Mixed
u551,prefers,Sri Lankan
u552,prefers,Western
u553,prefers,Western
u554,prefers,Western
u555,prefers,Sri Lankan
u556,prefers,Mixed
u557,prefers,Sri Lankan
u558,prefers,Mixed
u559,prefers,Mixed
u560,prefers,Sri Lankan
u561,prefers,Western
u562,prefers,Western
u563,prefers,Mixed
u564,prefers,Western
u565,prefers,Sri Lankan
u566,prefers,Mixed
u567,prefers,Sri Lankan
u568,prefers,Sri Lankan
u569,prefers,Sri Lankan
u570,prefers,Sri Lankan
u571,prefers,Western
u572,prefers,Sri Lankan
u573,prefers,Western
u574,prefers,Western
u575,prefers,Western
u576,prefers,Sri Lankan
u577,prefers,Sri Lankan
u578,prefers,Mixed
u579,prefers,Western
u580,prefers,Sri Lankan
u581,prefers,Sri Lankan
u582,prefers,Western
u583,prefers,Western
u584,prefers,Sri Lankan
u585,prefers,Mixed
u586,prefers,Western
u587,prefers,Western
u588,prefers,Mixed
u589,prefers,Sri Lankan
u590,prefers,Western
u591,prefers,Mixed
u592,prefers,Sri Lankan
u593,prefers,Western
u594,prefers,Western
u595,prefers,Western
u596,prefers,Western
u597,prefers,Mixed
u598,prefers,Mixed
u599,prefers,Sri Lankan
u600,prefers,Sri Lankan
u601,prefers,Sri Lankan
u602,prefers,Sri Lankan
u603,prefers,Mixed
u604,prefers,Mixed
u605,prefers,Western
u606,prefers,Sri Lankan
u607,prefers,Mixed
u608,prefers,Western
u609,prefers,Sri Lankan
u610,prefers,Western
u611,prefers,Sri Lankan
u612,prefers,Mixed
u613,prefers,Mixed
u614,prefers,Sri Lankan
u615,prefers,Sri Lankan
u616,prefers,Western
u617,prefers,Western
u618,prefers,Mixed
u619,prefers,Western
u620,prefers,Sri Lankan
u621,prefers,Western
u622,prefers,Western
u623,prefers,Western
u624,prefers,Western
u625,prefers,Sri Lankan
u626,prefers,Sri Lankan
u627,prefers,Western
u628,prefers,Mixed
u629,prefers,Sri Lankan
u630,prefers,Sri Lankan
u631,prefers,Western
u632,prefers,Sri Lankan
u633,prefers,Mixed
u634,prefers,Mixed
u635,prefers,Mixed
u636,prefers,Sri Lankan
u637,prefers,Western
u638,prefers,Mixed
u639,prefers,Mixed
u640,prefers,Sri Lankan
u641,prefers,Sri Lankan
u642,prefers,Western
u643,prefers,Mixed
u644,prefers,Sri Lankan
u645,prefers,Mixed
u646,prefers,Western
u647,prefers,Mixed
u648,prefers,Sri Lankan
u649,prefers,Sri Lankan
u650,prefers,Sri Lankan
u651,prefers,Mixed
u652,prefers,Western
u653,prefers,Western
u654,prefers,Western
u655,prefers,Western
u656,prefers,Sri Lankan
u657,prefers,Sri Lankan
u658,prefers,Western
u659,prefers,Sri Lankan
u660,prefers,Sri Lankan
u661,prefers,Western
u662,prefers,Mixed
u663,prefers,Mixed
u664,prefers,Mixed
u665,prefers,Western
u666,prefers,Sri Lankan
u667,prefers,Western
u668,prefers,Western
u669,prefers,Sri Lankan
u670,prefers,Western
u671,prefers,Mixed
u672,prefers,Western
u673,prefers,Mixed
u674,prefers,Western
u675,prefers,Mixed
u676,prefers,Sri Lankan
u677,prefers,Sri Lankan
u678,prefers,Sri Lankan
u679,prefers,Sri Lankan
u680,prefers,Mixed
u681,prefers,Mixed
u682,prefers,Mixed
u683,prefers,Western
u684,prefers,Western
u685,prefers,Western
u686,prefers,Mixed
u687,prefers,Sri Lankan
u688,prefers,Sri Lankan
u689,prefers,Sri Lankan
u690,prefers,Mixed
u691,prefers,Mixed
u692,prefers,Sri Lankan
u693,prefers,Western
u694,prefers,Mixed
u695,prefers,Western
u696,prefers,Sri Lankan
u697,prefers,Mixed
u698,prefers,Western
u699,prefers,Western
u700,prefers,Sri Lankan
u701,prefers,Western
u702,prefers,Sri Lankan
u703,prefers,Mixed
u704,prefers,Mixed
u705,prefers,Mixed
u706,prefers,Sri Lankan
u707,prefers,Mixed
u708,prefers,Sri Lankan
u709,prefers,Western
u710,prefers,Sri Lankan
u711,prefers,Western
u712,prefers,Sri Lankan
u713,prefers,Sri Lankan
u714,prefers,Mixed
u715,prefers,Western
u716,prefers,Western
u717,prefers,Sri Lankan
u718,prefers,Mixed
u719,prefers,Mixed
u720,prefers,Western
u721,prefers,Western
u722,prefers,Sri Lankan
u723,prefers,Western
u724,prefers,Sri Lankan
u725,prefers,Western
u726,prefers,Mixed
u727,prefers,Western
u728,prefers,Sri Lankan
u729,prefers,Sri Lankan
u730,prefers,Western
u731,prefers,Mixed
u732,prefers,Mixed
u733,prefers,Western
u734,prefers,Sri Lankan
u735,prefers,Western
u736,prefers,Mixed
u737,prefers,Sri Lankan
u738,prefers,Western
u739,prefers,Western
u740,prefers,Western
u741,prefers,Sri Lankan
u742,prefers,Mixed
u743,prefers,Western
u744,prefers,Sri Lankan
u745,prefers,Sri Lankan
u746,prefers,Sri Lankan
u747,prefers,Western
u748,prefers,Sri Lankan
u749,prefers,Western
u750,prefers,Sri Lankan
u751,prefers,Sri Lankan
u752,prefers,Mixed
u753,prefers,Mixed
u754,prefers,Mixed
u755,prefers,Mixed
u756,prefers,Western
u757,prefers,Mixed
u758,prefers,Mixed
u759,prefers,Western
u760,prefers,Western
u761,prefers,Mixed
u762,prefers,Sri Lankan
u763,prefers,Sri Lankan
u764,prefers,Sri Lankan
u765,prefers,Western
u766,prefers,Mixed
u767,prefers,Sri Lankan
u768,prefers,Sri Lankan
u769,prefers,Sri Lankan
u770,prefers,Western
u771,prefers,Mixed
u772,prefers,Western
u773,prefers,Sri Lankan
u774,prefers,Western
u775,prefers,Mixed
u776,prefers,Western
u777,prefers,Mixed
u778,prefers,Mixed
u779,prefers,Western
u780,prefers,Sri Lankan
u781,prefers,Mixed
u782,prefers,Mixed
u783,prefers,Western
u784,prefers,Western
u785,prefers,Mixed
u786,prefers,Western
u787,prefers,Western
u788,prefers,Sri Lankan
u789,prefers,Western
u790,prefers,Sri Lankan
u791,prefers,Sri Lankan
u792,prefers,Mixed
u793,prefers,Western
u794,prefers,Mixed
u795,prefers,Mixed
u796,prefers,Western
u797,prefers,Sri Lankan
u798,prefers,Mixed
u799,prefers,Mixed
u800,prefers,Sri Lankan
u801,prefers,Mixed
u802,prefers,Western
u803,prefers,Western
u804,prefers,Mixed
u805,prefers,Mixed
u806,prefers,Mixed
u807,prefers,Mixed
u808,prefers,Sri Lankan
u809,prefers,Western
u810,prefers,Mixed
u811,prefers,Western
u812,prefers,Western
u813,prefers,Mixed
u814,prefers,Mixed
u815,prefers,Western
u816,prefers,Sri Lankan
u817,prefers,Sri Lankan
u818,prefers,Western
u819,prefers,Mixed
u820,prefers,Mixed
u821,prefers,Mixed
u822,prefers,Sri Lankan
u823,prefers,Western
u824,prefers,Sri Lankan
u825,prefers,Mixed
u826,prefers,Mixed
u827,prefers,Mixed
u828,prefers,Sri Lankan
u829,prefers,Western
u830,prefers,Mixed
u831,prefers,Mixed
u832,prefers,Western
u833,prefers,Western
u834,prefers,Western
u835,prefers,Western
u836,prefers,Western
u837,prefers,Sri Lankan
u838,prefers,Sri Lankan
u839,prefers,Western
u840,prefers,Western
u841,prefers,Mixed
u842,prefers,Mixed
u843,prefers,Mixed
u844,prefers,Western
u845,prefers,Mixed
u846,prefers,Mixed
u847,prefers,Sri Lankan
u848,prefers,Mixed
u849,prefers,Sri Lankan
u850,prefers,Mixed
u851,prefers,Western
u852,prefers,Mixed
u853,prefers,Western
u854,prefers,Mixed
u855,prefers,Western
u856,prefers,Mixed
u857,prefers,Mixed
u858,prefers,Mixed
u859,prefers,Sri Lankan
u860,prefers,Mixed
u861,prefers,Western
u862,prefers,Western
u863,prefers,Mixed
u864,prefers,Mixed
u865,prefers,Mixed
u866,prefers,Sri Lankan
u867,prefers,Mixed
u868,prefers,Sri Lankan
u869,prefers,Mixed
u870,prefers,Western
u871,prefers,Sri Lankan
u872,prefers,Sri Lankan
u873,prefers,Sri Lankan
u874,prefers,Western
u875,prefers,Western
u876,prefers,Mixed
u877,prefers,Mixed
u878,prefers,Sri Lankan
u879,prefers,Mixed
u880,prefers,Mixed
u881,prefers,Sri Lankan
u882,prefers,Western
u883,prefers,Sri Lankan
u884,prefers,Sri Lankan
u885,prefers,Sri Lankan
u886,prefers,Mixed
u887,prefers,Western
u888,prefers,Mixed
u889,prefers,Mixed
u890,prefers,Western
u891,prefers,Western
u892,prefers,Western
u893,prefers,Sri Lankan
u894,prefers,Western
u895,prefers,Sri Lankan
u896,prefers,Western
u897,prefers,Sri Lankan
u898,prefers,Mixed
u899,prefers,Mixed
u900,prefers,Western
u901,prefers,Western
u902,prefers,Western
u903,prefers,Western
u904,prefers,Western
u905,prefers,Western
u906,prefers,Western
u907,prefers,Western
u908,prefers,Sri Lankan
u909,prefers,Mixed
u910,prefers,Sri Lankan
u911,prefers,Mixed
u912,prefers,Mixed
u913,prefers,Western
u914,prefers,Sri Lankan
u915,prefers,Sri Lankan
u916,prefers,Western
u917,prefers,Mixed
u918,prefers,Western
u919,prefers,Sri Lankan
u920,prefers,Mixed
u921,prefers,Sri Lankan
u922,prefers,Mixed
u923,prefers,Western
u924,prefers,Western
u925,prefers,Mixed
u926,prefers,Western
u927,prefers,Mixed
u928,prefers,Sri Lankan
u929,prefers,Mixed
u930,prefers,Sri Lankan
u931,prefers,Mixed
u932,prefers,Western
u933,prefers,Western
u934,prefers,Sri Lankan
u935,prefers,Sri Lankan
u936,prefers,Sri Lankan
u937,prefers,Sri Lankan
u938,prefers,Mixed
u939,prefers,Sri Lankan
u940,prefers,Mixed
u941,prefers,Mixed
u942,prefers,Western
u943,prefers,Western
u944,prefers,Western
u945,prefers,Western
u946,prefers,Western
u947,prefers,Mixed
u948,prefers,Western
u949,prefers,Western
u950,prefers,Sri Lankan
u951,prefers,Sri Lankan
u952,prefers,Western
u953,prefers,Sri Lankan
u954,prefers,Sri Lankan
u955,prefers,Mixed
u956,prefers,Sri Lankan
u957,prefers,Mixed
u958,prefers,Sri Lankan
u959,prefers,Mixed
u960,prefers,Sri Lankan
u961,prefers,Western
u962,prefers,Western
u963,prefers,Western
u964,prefers,Sri Lankan
u965,prefers,Mixed
u966,prefers,Western
u967,prefers,Mixed
u968,prefers,Sri Lankan
u969,prefers,Sri Lankan
u970,prefers,Mixed
u971,prefers,Sri Lankan
u972,prefers,Mixed
u973,prefers,Western
u974,prefers,Sri Lankan
u975,prefers,Mixed
u976,prefers,Western
u977,prefers,Sri Lankan
u978,prefers,Mixed
u979,prefers,Sri Lankan
u980,prefers,Sri Lankan
u981,prefers,Western
u982,prefers,Western
u983,prefers,Mixed
u984,prefers,Sri Lankan
u985,prefers,Mixed
u986,prefers,Mixed
u987,prefers,Western
u988,prefers,Mixed
u989,prefers,Sri Lankan
u990,prefers,Sri Lankan
u991,prefers,Sri Lankan
u992,prefers,Sri Lankan
u993,prefers,Mixed
u994,prefers,Sri Lankan
u995,prefers,Mixed
u996,prefers,Sri Lankan
u997,prefers,Mixed
u998,prefers,Western
u999,prefers,Western
u1000,prefers,Western
u1001,prefers,Mixed
u1002,prefers,Mixed
u1003,prefers,Sri Lankan
u1004,prefers,Western
u1005,prefers,Sri Lankan
u1006,prefers,Mixed
u1007,prefers,Western
u1008,prefers,Western
u1009,prefers,Western
u1010,prefers,Mixed
u1011,prefers,Western
u1012,prefers,Western
u1013,prefers,Mixed
u1014,prefers,Western
u1015,prefers,Mixed
u1016,prefers,Mixed
u1017,prefers,Western
u1018,prefers,Sri Lankan
u1019,prefers,Western
u1020,prefers,Sri Lankan
u1021,prefers,Sri Lankan
u1022,prefers,Sri Lankan
u1023,prefers,Sri Lankan
u1024,prefers,Mixed
u1025,prefers,Mixed
u1026,prefers,Mixed
u1027,prefers,Mixed
u1028,prefers,Mixed
u1029,prefers,Mixed
u1030,prefers,Mixed
u1031,prefers,Sri Lankan
u1032,prefers,Mixed
u1033,prefers,Western
u1034,prefers,Western
u1035,prefers,Mixed
u1036,prefers,Mixed
u1037,prefers,Mixed
u1038,prefers,Sri Lankan
u1039,prefers,Western
u1040,prefers,Mixed
u1041,prefers,Sri Lankan
u1042,prefers,Mixed
u1043,prefers,Mixed
u1044,prefers,Mixed
u1045,prefers,Western
u1046,prefers,Western
u1047,prefers,Western
u1048,prefers,Mixed
u1049,prefers,Sri Lankan
u1050,prefers,Sri Lankan
u1051,prefers,Mixed
u1052,prefers,Mixed
u1053,prefers,Mixed
u1054,prefers,Sri Lankan
u1055,prefers,Sri Lankan
u1056,prefers,Mixed
u1057,prefers,Mixed
u1058,prefers,Western
u1059,prefers,Mixed
u1060,prefers,Mixed
u1061,prefers,Sri Lankan
u1062,prefers,Sri Lankan
f0001,contains,n1
f0001,contains,n2
f0001,contains,n3
f0002,contains,n1
f0002,contains,n2
f0002,contains,n3
f0003,contains,n1
f0003,contains,n2
f0003,contains,n3
f0004,contains,n1
f0004,contains,n2
f0004,contains,n3
f0005,contains,n1
f0005,contains,n2
f0005,contains,n3
f0006,contains,n1
f0006,contains,n2
f0006,contains,n3
f0007,contains,n1
f0007,contains,n2
f0007,contains,n3
f0008,contains,n1
f0008,contains,n2
f0008,contains,n3
f0009,contains,n1
f0009,contains,n2
f0009,contains,n3
f0010,contains,n1
f0010,contains,n2
f0010,contains,n3
f0011,contains,n1
f0011,contains,n2
f0011,contains,n3
f0012,contains,n1
f0012,contains,n2
f0012,contains,n3
f0013,contains,n1
f0013,contains,n2
f0013,contains,n3
f0014,contains,n1
f0014,contains,n2
f0014,contains,n3
f0015,contains,n1
f0015,contains,n2
f0015,contains,n3
f0016,contains,n1
f0016,contains,n2
f0016,contains,n3
f0017,contains,n1
f0017,contains,n2
f0017,contains,n3
f0018,contains,n1
f0018,contains,n2
f0018,contains,n3
f0019,contains,n1
f0019,contains,n2
f0019,contains,n3
f0020,contains,n1
f0020,contains,n2
f0020,contains,n3
f0021,contains,n1
f0021,contains,n2
f0021,contains,n3
f0022,contains,n1
f0022,contains,n2
f0022,contains,n3
f0023,contains,n1
f0023,contains,n2
f0023,contains,n3
f0024,contains,n1
f0024,contains,n2
f0024,contains,n3
f0025,contains,n1
f0025,contains,n2
f0025,contains,n3
f0026,contains,n1
f0026,contains,n2
f0026,contains,n3
f0027,contains,n1
f0027,contains,n2
f0027,contains,n3
f0028,contains,n1
f0028,contains,n2
f0028,contains,n3
f0029,contains,n1
f0029,contains,n2
f0029,contains,n3
f0030,contains,n1
f0030,contains,n2
f0030,contains,n3
f0031,contains,n1
f0031,contains,n2
f0031,contains,n3
f0032,contains,n1
f0032,contains,n2
f0032,contains,n3
f0033,contains,n1
f0033,contains,n2
f0033,contains,n3
f0034,contains,n1
f0034,contains,n2
f0034,contains,n3
f0035,contains,n1
f0035,contains,n2
f0035,contains,n3
f0036,contains,n1
f0036,contains,n2
f0036,contains,n3
f0037,contains,n1
f0037,contains,n2
f0037,contains,n3
f0038,contains,n1
f0038,contains,n2
f0038,contains,n3
f0039,contains,n1
f0039,contains,n2
f0039,contains,n3
f0040,contains,n1
f0040,contains,n2
f0040,contains,n3
f0041,contains,n1
f0041,contains,n2
f0041,contains,n3
f0042,contains,n1
f0042,contains,n2
f0042,contains,n3
f0043,contains,n1
f0043,contains,n2
f0043,contains,n3
f0044,contains,n1
f0044,contains,n2
f0044,contains,n3
f0045,contains,n1
f0045,contains,n2
f0045,contains,n3
f0046,contains,n1
f0046,contains,n2
f0046,contains,n3
f0047,contains,n1
f0047,contains,n2
f0047,contains,n3
f0048,contains,n1
f0048,contains,n2
f0048,contains,n3
f0049,contains,n1
f0049,contains,n2
f0049,contains,n3
f0050,contains,n1
f0050,contains,n2
f0050,contains,n3
f0051,contains,n1
f0051,contains,n2
f0051,contains,n3
f0052,contains,n1
f0052,contains,n2
f0052,contains,n3
f0053,contains,n1
f0053,contains,n2
f0053,contains,n3
f0054,contains,n1
f0054,contains,n2
f0054,contains,n3
f0055,contains,n1
f0055,contains,n2
f0055,contains,n3
f0056,contains,n1
f0056,contains,n2
f0056,contains,n3
f0057,contains,n1
f0057,contains,n2
f0057,contains,n3
f0058,contains,n1
f0058,contains,n2
f0058,contains,n3
f0059,contains,n1
f0059,contains,n2
f0059,contains,n3
f0060,contains,n1
f0060,contains,n2
f0060,contains,n3
f0061,contains,n1
f0061,contains,n2
f0061,contains,n3
f0062,contains,n1
f0062,contains,n2
f0062,contains,n3
f0063,contains,n1
f0063,contains,n2
f0063,contains,n3
f0064,contains,n1
f0064,contains,n2
f0064,contains,n3
f0065,contains,n1
f0065,contains,n2
f0065,contains,n3
f0066,contains,n1
f0066,contains,n2
f0066,contains,n3
f0067,contains,n1
f0067,contains,n2
f0067,contains,n3
f0068,contains,n1
